21-10-17,@Charlotte,25,UAB,24,O1,
21-10-17,SMU,31,@Cincinnati,28,O1,
21-10-17,@Connecticut,20,Tulsa,14,,
21-10-17,Pittsburgh,24,@Duke,17,,
21-10-17,@East Carolina,33,BYU,17,,
21-10-17,W Michigan,20,@E Michigan,17,O1,
21-10-17,@FL Atlantic,69,North Texas,31,,
21-10-17,Louisville,31,@Florida St,28,,
21-10-17,Troy,34,@Georgia St,10,,
21-10-17,@Georgia Tech,38,Wake Forest,24,,
21-10-17,@Massachusetts,55,Ga Southern,20,,
21-10-17,@Miami FL,27,Syracuse,19,,
21-10-17,@Miami OH,24,Buffalo,14,,
21-10-17,@Michigan St,17,Indiana,9,,
21-10-17,UCF,31,@Navy,21,,
21-10-17,@Ohio,48,Kent,3,,
21-10-17,@Penn St,42,Michigan,13,,
21-10-17,@Rutgers,14,Purdue,12,,
21-10-17,@Toledo,48,Akron,21,,
21-10-17,Boston College,41,@Virginia,10,,
21-10-17,@Virginia Tech,59,North Carolina,7,,
21-10-17,@Alabama,45,Tennessee,7,,
21-10-17,Auburn,52,@Arkansas,20,,
21-10-17,West Virginia,38,@Baylor,36,,
21-10-17,Oklahoma,42,@Kansas St,35,,
21-10-17,Southern Miss,34,@Louisiana Tech,27,O2,
21-10-17,@Minnesota,24,Illinois,17,,
21-10-17,@Mississippi St,45,Kentucky,7,,
21-10-17,@Missouri,68,Idaho,21,,
21-10-17,@Northwestern,17,Iowa,10,O1,
21-10-17,LSU,40,@Mississippi,24,,
21-10-17,@South Alabama,33,ULM,23,,
21-10-17,@TCU,43,Kansas,0,,
21-10-17,Oklahoma St,13,@Texas,10,O1,
21-10-17,Iowa St,31,@Texas Tech,13,,
21-10-17,South Florida,34,@Tulane,28,,
21-10-17,@UT San Antonio,20,Rice,7,,
21-10-17,@Wisconsin,38,Maryland,13,,
21-10-17,@Boise St,24,Wyoming,14,,
21-10-17,Arizona St,30,@Utah,10,,
21-10-17,Arizona,45,@California,44,O2,
21-10-17,@UCLA,31,Oregon,14,,
21-10-17,Utah St,52,@UNLV,28,,
21-10-17,@Washington St,28,Colorado,0,,
21-10-17,@Notre Dame,49,USC,14,,
21-10-17,Fresno St,27,@San Diego St,3,,
26-10-17,Toledo,58,@Ball St,17,,
26-10-17,@Georgia St,21,South Alabama,13,,
26-10-17,@N Illinois,30,E Michigan,27,O1,
26-10-17,Stanford,15,@Oregon St,14,,
27-10-17,@Boston College,35,Florida St,3,,
27-10-17,@Memphis,56,Tulane,26,,
27-10-17,@SMU,38,Tulsa,34,,
28-10-17,@Akron,21,Buffalo,20,,
28-10-17,@Clemson,24,Georgia Tech,10,,
28-10-17,Texas St,27,@Coastal Car,7,,
28-10-17,Missouri,52,@Connecticut,12,,
28-10-17,Georgia,42,Florida,7,,Jacksonville FL
28-10-17,@Kentucky,29,Tennessee,26,,
28-10-17,Florida Intl,41,@Marshall,30,,
28-10-17,@Maryland,42,Indiana,39,,
28-10-17,@Massachusetts,30,Appalachian St,27,O2,
28-10-17,@Michigan,35,Rutgers,14,,
28-10-17,Miami FL,24,@North Carolina,19,,
28-10-17,@Ohio St,39,Penn St,38,,
28-10-17,@Pittsburgh,31,Virginia,14,,
28-10-17,Nebraska,25,@Purdue,24,,
28-10-17,@South Carolina,34,Vanderbilt,27,,
28-10-17,@Virginia Tech,24,Duke,3,,
28-10-17,@Wake Forest,42,Louisville,32,,
28-10-17,Oklahoma St,50,@West Virginia,39,,
28-10-17,@BYU,41,San Jose St,20,,
28-10-17,Texas,38,@Baylor,7,,
28-10-17,Wisconsin,24,@Illinois,10,,
28-10-17,@Iowa,17,Minnesota,10,,
28-10-17,@Iowa St,14,TCU,7,,
28-10-17,Kansas St,30,@Kansas,20,,
28-10-17,@North Texas,45,Old Dominion,38,,
28-10-17,@Northwestern,39,Michigan St,31,O3,
28-10-17,@Oklahoma,49,Texas Tech,27,,
28-10-17,Arkansas,38,@Mississippi,37,,
28-10-17,Louisiana Tech,42,@Rice,28,,
